,Age,Days on Site,Listed By,Lot Size,MLS®#,Size,Style,Taxes,Type,Walk Score,address,city,hoot,price,Business Type,Property Type,Zoning,Photo file,Photo url
623,No Data,"48 (Dec 17, 2019)","Re/max Realtron Realty Inc., Brokerage",45.00 x 110 Feet,C4654765,No Data,2-Storey,"$9,268 /yr",Detached,25,325 Wilfred Avenue,Toronto,Willowdale East,"$3,188,000 ",,,,,
624,New,"48 (Dec 17, 2019)","Aimhome Realty Inc., Brokerage",42.00 x 125 Feet,E4654421,3500-5000 sqft,2-Storey,"$3,081 /yr",Detached,53,51 Vernon Road,Toronto,Wexford-maryvale,"$1,838,000 ",,,,,
625,New,"48 (Dec 17, 2019)","Royal Lepage Real Estate Services Katy Torabi, Brokerage",64.00 x 130 Feet,C4653730,No Data,2-Storey,No Data,Detached,37,7 Daniel Cozens Court,Toronto,Newtonbrook West,"$2,498,000 ",,,,,
626,No Data,"49 (Dec 16, 2019)","Jdl Realty Inc., Brokerage",56.50 x 145 Feet,C4654304,No Data,2-Storey,"$10,077 /yr",Detached,49,30 Hedgewood Road,Toronto,Bridle Path-sunnybrook-york Mills,"$2,889,000 ",,,,,
627,No Data,"49 (Dec 16, 2019)","Right At Home Realty Inc., Brokerage",57.50 x 143.93 Feet,W4654216,No Data,Bungalow,"$3,936 /yr",Detached,68,1023 Kipling Avenue,Toronto,Islington-city Centre West,"$1,550,000 ",,,,,
628,6-15 years,"49 (Dec 16, 2019)","Cloud Realty, Brokerage",22.17 x 105 Feet,E4653939,2500-3000 sqft,3-Storey,"$9,700 /yr",Detached,74,283 Kenilworth Avenue,Toronto,The Beaches,"$2,250,000 ",,,,,
629,No Data,"49 (Dec 16, 2019)","Sutton Group-admiral Realty Inc., Brokerage",25.00 x 125 Feet,C4653945,2000-2500 sqft,2-Storey,No Data,Detached,93,273 Manor Road,Toronto,Mount Pleasant East,"$2,768,000 ",,,,,
630,No Data,"49 (Dec 16, 2019)","Bay Street Group Inc., Brokerage",56.00 x 146 Feet,W4653840,8176 sqft,No Data,"$5,400 /yr",Land,82,44 Ash Crescent,Toronto,Long Branch,"$1,499,000 ",,,,,
631,No Data,"49 (Dec 16, 2019)","Sutton Group Realty Systems Inc., Brokerage",41.75 x 150 Feet,W4653780,No Data,Bungalow,"$3,708 /yr",Detached,44,274 Gary Drive,Toronto,Humberlea-pelmo Park W4,"$1,150,000 ",,,,,
632,6-15 years,"49 (Dec 15, 2019)","5i5j Realty Inc., Brokerage",50.00 x 131.6 Feet,C4653691,3500-5000 sqft,2-Storey,"$130,000 /yr",Detached,82,156 Hollywood Avenue,Toronto,Willowdale East,"$3,580,000 ",,,,,
633,No Data,"51 (Dec 14, 2019)","Forest Hill Real Estate Inc., Brokerage",47.86 x 150 Feet,C4653536,2000-2500 sqft,Bungalow,"$8,707 /yr",Detached,80,127 Bannockburn Avenue,Toronto,Bedford Park-nortown,"$1,950,000 ",,,,,
634,51-99 years,"51 (Dec 14, 2019)","Homelife/miracle Realty Ltd, Brokerage",45.00 x 152.22 Feet,W4653427,No Data,Bungalow,"$2,618 /yr",Detached,46,75 Taysham Crescent,Toronto,Thistletown-beaumonde Heights,"$819,000 ",,,,,
635,No Data,"51 (Dec 13, 2019)","Right At Home Realty Inc., Brokerage",45.00 x 118 Feet,W4653332,3000-3500 sqft,2-Storey,"$4,823 /yr",Detached,71,14 Stockbridge Avenue,Toronto,Stonegate-queensway,"$2,279,000 ",,,,,
636,No Data,"52 (Dec 13, 2019)","Sutton Group-admiral Realty Inc., Brokerage",60.00 x 300 Feet,C4653111,No Data,1 1/2 Storey,"$8,524 /yr",Detached,20,87 Northdale Road,Toronto,St. Andrew-windfields,"$2,299,000 ",,,,,
637,No Data,"52 (Dec 13, 2019)","Re/max Realtron Barry Cohen Homes Inc., Brokerage",70.00 x 144.95 Feet,C4653065,No Data,Bungalow,"$10,807 /yr",Detached,34,7 Blaine Drive,Toronto,Banbury-don Mills,"$3,680,000 ",,,,,
638,No Data,"52 (Dec 12, 2019)","Forestwood Real Estate Inc., Brokerage",36.09 x 69.29 Feet,E4652801,No Data,2-Storey,No Data,Detached,48,7 Culloden Court,Toronto,Highland Creek,"$999,000 ",,,,,
639,51-99 years,"53 (Dec 12, 2019)","Accsell Realty Inc., Brokerage",40.00 x 130 Feet,E4652503,1100-1500 sqft,Bungalow,"$3,407 /yr",Detached,41,10 Sylla Avenue,Toronto,Wexford-maryvale,"$699,900 ",,,,,
640,No Data,"54 (Dec 11, 2019)","Dream Home Realty Inc., Brokerage",40.03 x 82.04 Feet,E4652074,No Data,2-Storey,"$6,000 /yr",Detached,62,5 Adenmore Road,Toronto,Rouge E10,"$1,200,000 ",,,,,
641,No Data,"54 (Dec 11, 2019)","Forest Hill Real Estate Inc., Brokerage",64.00 x 107 Feet,C4652072,No Data,2-Storey,"$8,136 /yr",Detached,29,299 Cummer Avenue,Toronto,Newtonbrook East,"$1,890,000 ",,,,,
642,0-5 years,"54 (Dec 11, 2019)","Re/max Hallmark Realty Ltd., Brokerage",22.51 x 135.4 Feet,E4651773,No Data,2-Storey,No Data,Detached,58,167 August Avenue,Toronto,Oakridge,"$529,000 ",,,,,
643,No Data,"54 (Dec 11, 2019)","Royal Elite Realty Inc., Brokerage",39.99 x 103.63 Feet,E4651599,No Data,2-Storey,"$4,456 /yr",Detached,43,19 Ingleton Boulevard,Toronto,Milliken,"$1,158,000 ",,,,,
644,No Data,"54 (Dec 11, 2019)","Re/max West Realty Inc., Brokerage",53.85 x 120 Feet,C4651542,No Data,Bungalow,"$5,895 /yr",Detached,33,322 Johnston Avenue,Toronto,Lansing-westgate,"$1,400,000 ",,,,,
645,0-5 years,"54 (Dec 11, 2019)","Boutique Real Estate Corporation, Brokerage",40.00 x 115 Feet,C4651541,No Data,2-Storey,No Data,Detached,83,95 Burncrest Drive,Toronto,Bedford Park-nortown,"$2,499,000 ",,,,,
646,No Data,"55 (Dec 10, 2019)","Homelife/miracle Realty Ltd, Brokerage",55.09 x 110 Feet,W4651436,No Data,Bungalow,"$2,653 /yr",Detached,52,5 Hartismere Court,Toronto,Mount Olive-silverstone-jamestown,"$1,185,000 ",,,,,
647,No Data,"55 (Dec 10, 2019)","Re/max Real Estate Centre Inc., Brokerage",65.13 x 123.56 Feet,C4650836,No Data,Bungalow,"$3,000 /yr",Detached,47,15 Montford Drive,Toronto,Willowdale East,"$1,949,000 ",,,,,
648,31-50 years,"55 (Dec 9, 2019)","Right At Home Realty Inc., Brokerage",80.00 x 129 Feet,C4650779,No Data,Bungalow,"$5,595 /yr",Detached,49,23 Michigan Drive,Toronto,Newtonbrook East,"$1,890,000 ",,,,,
649,31-50 years,"56 (Dec 9, 2019)","Re/max Realty Services Inc., Brokerage",66.72 x 155.05 Feet,W4650395,3500-5000 sqft,2-Storey,"$12,280 /yr",Detached,25,55 Pheasant Lane,Toronto,Princess-rosethorn,"$3,888,000 ",,,,,
650,No Data,"56 (Dec 9, 2019)","Forest Hill Real Estate Inc., Brokerage",56.00 x 116.51 Feet,C4650142,3500-5000 sqft,2-Storey,"$7,315 /yr",Detached,15,40 Robinter Drive,Toronto,Newtonbrook East,"$2,388,000 ",,,,,
651,No Data,"57 (Dec 8, 2019)","Right At Home Realty Inc., Brokerage",50.00 x 133 Feet,C4649996,3500-5000 sqft,2-Storey,"$8,888 /yr",Detached,52,385 Princess Avenue,Toronto,Willowdale East,"$2,790,000 ",,,,,
652,No Data,"59 (Dec 6, 2019)","Royal Lepage Real Estate Professionals, Brokerage",25.00 x 139.75 Feet,W4649496,No Data,Bungalow,"$3,076 /yr",Detached,74,532 Jane Street,Toronto,Runnymede-bloor West Village,"$1,049,900 ",,,,,
653,No Data,"59 (Dec 6, 2019)","Keller Williams Referred Urban Realty, Brokerage",40.00 x 107 Feet,C4649342,No Data,2-Storey,"$9,019 /yr",Detached,71,62 Chatsworth Drive,Toronto,Lawrence Park South,"$2,398,000 ",,,,,
654,0-5 years,"59 (Dec 6, 2019)","Ipro Realty Ltd., Brokerage",78.50 x 113 Feet,W4649294,3500-5000 sqft,2-Storey,"$15,100 /yr",Detached,33,20 Abilene Drive,Toronto,Princess-rosethorn,"$3,550,000 ",,,,,
655,51-99 years,"59 (Dec 6, 2019)","Royal Lepage Signature Realty, Brokerage",51.56 x 110.09 Feet,W4649160,No Data,Sidesplit 3,"$2,674 /yr",Detached,59,270 Silverstone Drive,Toronto,Mount Olive-silverstone-jamestown,"$848,000 ",,,,,
656,No Data,"59 (Dec 6, 2019)","Century 21 Leading Edge Realty Inc., Brokerage",66.00 x 100 Feet,C4649173,No Data,Bungalow,"$5,878 /yr",Detached,51,14 Tadcaster Place,Toronto,Banbury-don Mills,"$1,499,000 ",,,,,
657,0-5 years,"59 (Dec 6, 2019)","Re/max Realtron Realty Inc., Brokerage",51.71 x 243.77 Feet,C4649080,5000 sqft,2-Storey,No Data,Detached,41,199 Wedgewood Drive,Toronto,Newtonbrook East,"$2,998,000 ",,,,,
658,51-99 years,"60 (Dec 5, 2019)","Sutton Group Old Mill Realty Inc., Brokerage",57.69 x 124.71 Feet,W4648861,1100-1500 sqft,Bungalow,"$5,617 /yr",Detached,64,350 Lake Promenade,Toronto,Long Branch,"$1,699,900 ",,,,,
659,No Data,"60 (Dec 4, 2019)","Bay Street Group Inc., Brokerage",56.00 x 110 Feet,E4648172,3000-3500 sqft,2-Storey,"$4,755 /yr",Detached,26,49 Harringay Crescent,Toronto,L'amoreaux,"$1,318,000 ",,,,,
660,16-30 years,"60 (Dec 4, 2019)","Re/max Crossroads Realty Inc., Brokerage",75.00 x 115.52 Feet,C4648146,5000 sqft,2-Storey,"$17,464 /yr",Detached,11,48 Chelford Road,Toronto,Banbury-don Mills,"$3,790,000 ",,,,,
661,No Data,"61 (Dec 4, 2019)","Right At Home Realty Inc., Brokerage",25.00 x 120 Feet,E4648079,No Data,2-Storey,"$2,479 /yr",Detached,44,93 Highview Avenue,Toronto,Birchcliffe-cliffside,"$999,899 ",,,,,
662,No Data,"61 (Dec 4, 2019)","Homelife Liberty Realty Inc., Brokerage",49.58 x 117 Feet,W4647903,No Data,1 1/2 Storey,"$3,660 /yr",Detached,68,54 Mitcham Drive,Toronto,Alderwood,"$1,100,000 ",,,,,
663,New,"61 (Dec 4, 2019)","Ellicott Realty Inc., Brokerage",15.68 x 32.74 Metres,E4647679,3500-5000 sqft,2-Storey,No Data,Detached,1,4031 Ellesmere Road,Toronto,Highland Creek,"$1,599,000 ",,,,,
664,51-99 years,"61 (Dec 4, 2019)","Royal Lepage Signature Realty, Brokerage",50.00 x 100 Feet,E4647486,700-1100 sqft,Bungalow,"$3,504 /yr",Detached,67,1322 Victoria Park Avenue,Toronto,O'connor-parkview,"$1,199,900 ",,,,,
665,No Data,"61 (Dec 4, 2019)","Re/max Community Realty Inc., Brokerage",33.00 x 135 Feet,W4647411,No Data,Bungalow,"$2,262 /yr",Detached,99,242 Church Street,Toronto,Humberlea-pelmo Park W4,"$749,900 ",,,,,
666,0-5 years,"62 (Dec 3, 2019)","Royal Lepage Real Estate Services Heaps Estrin Team, Brokera",27.00 x 140 Feet,C4646994,No Data,2-Storey,"$6,636 /yr",Detached,81,147 Sutherland Drive,Toronto,Leaside,"$2,499,000 ",,,,,
667,0-5 years,"62 (Dec 3, 2019)","Royal Lepage Signature Realty, Brokerage",43.05 x 138.72 Feet,C4646931,3500-5000 sqft,2-Storey,"$14,444 /yr",Detached,43,182 Norton Avenue,Toronto,Willowdale East,"$3,188,000 ",,,,,
668,No Data,"62 (Dec 3, 2019)","Forest Hill Real Estate Inc., Brokerage",133.00 x 253 Feet,E4646828,33765 sqft,No Data,"$4,300 /yr",Land,42,62 Cedar Brae Boulevard,Toronto,Eglinton East,"$2,520,000 ",,,,,
669,No Data,"62 (Dec 3, 2019)","Future Group Realty Services Ltd., Brokerage",34.00 x 100 Feet,E4646623,No Data,2-Storey,"$3,848 /yr",Detached,65,29 Treadway Boulevard,Toronto,East York,"$1,799,000 ",,,,,
670,No Data,"63 (Dec 2, 2019)","Royal Lepage Signature Realty, Brokerage",50.00 x 104.5 Feet,W4646420,No Data,Bungalow,"$2,663 /yr",Detached,44,40 Grierson Road,Toronto,Elms-old Rexdale,"$806,000 ",,,,,
671,No Data,"63 (Dec 2, 2019)","Re/max Hallmark Realty Ltd., Brokerage",30.00 x 120 Feet,W4646336,No Data,2-Storey,"$10,841 /yr",Detached,73,13 Armadale Avenue,Toronto,High Park-swansea,"$2,299,000 ",,,,,
672,6-15 years,"63 (Dec 2, 2019)","Re/max Hallmark Realty Ltd., Brokerage",18.03 x 100.07 Feet,E4646257,1100-1500 sqft,2-Storey,"$4,031 /yr",Detached,76,251 Chisholm Avenue,Toronto,Woodbine-lumsden,"$998,800 ",,,,,
673,No Data,"63 (Dec 2, 2019)","Forest Hill Real Estate Inc., Brokerage",38.00 x 110 Feet,E4645939,2000-2500 sqft,2-Storey,"$8,478 /yr",Detached,45,67 Presteign Avenue,Toronto,O'connor-parkview,"$1,899,000 ",,,,,
674,6-15 years,"64 (Dec 1, 2019)","Royal Lepage Your Community Realty, Brokerage",50.00 x 150 Feet,E4645546,3000-3500 sqft,2-Storey,"$6,117 /yr",Detached,38,26 Buena Vista Avenue,Toronto,L'amoreaux,"$1,688,000 ",,,,,
675,No Data,"65 (Nov 29, 2019)","Royal Lepage Your Community Realty, Brokerage",54.79 x 124.75 Feet,C4645245,No Data,2-Storey,"$5,118 /yr",Detached,24,11 Dallas Road,Toronto,Newtonbrook West,"$1,348,000 ",,,,,
676,0-5 years,"66 (Nov 29, 2019)","Right At Home Realty Inc., Brokerage",53.83 x 127 Feet,C4645202,3500-5000 sqft,2-Storey,"$17,992 /yr",Detached,50,30 Chipping Road,Toronto,Banbury-don Mills,"$3,699,990 ",,,,,
677,No Data,"66 (Nov 29, 2019)","Snobar Realty Group Inc., Brokerage",50.00 x 110 Feet,W4645184,No Data,Bungalow,"$3,623 /yr",Detached,53,17 Feller Road,Toronto,Willowridge-martingrove-richview,"$788,888 ",,,,,
678,No Data,"66 (Nov 29, 2019)","Century 21 King`s Quay Real Estate Inc., Brokerage",50.17 x 120.07 Feet,C4644852,3000-3500 sqft,2-Storey,"$11,131 /yr",Detached,24,9 Evan Road,Toronto,Lansing-westgate,"$2,288,000 ",,,,,
679,No Data,"67 (Nov 28, 2019)","Sutton Group-admiral Realty Inc., Brokerage",23.00 x 120 Feet,E4644268,3000-3500 sqft,3-Storey,"$4,914 /yr",Detached,89,37 Grandview Avenue,Toronto,North Riverdale,"$3,488,800 ",,,,,
680,No Data,"67 (Nov 28, 2019)","Re/max Realtron Barry Cohen Homes Inc., Brokerage",99.45 x 448.53 Feet,C4644172,No Data,2-Storey,"$45,926 /yr",Detached,17,73 Highland Crescent,Toronto,Bridle Path-sunnybrook-york Mills,"$9,980,000 ",,,,,
681,No Data,"67 (Nov 28, 2019)","Ipro Realty Ltd., Brokerage",40.00 x 110 Feet,W4643941,3500-5000 sqft,2-Storey,"$4,688 /yr",Detached,85,129 Meadowvale Drive,Toronto,Stonegate-queensway,"$2,598,000 ",,,,,
682,16-30 years,"67 (Nov 28, 2019)","Re/max Ultimate Realty Inc., Brokerage",21.06 x 118 Feet,W4643917,2000-2500 sqft,2-Storey,"$3,872 /yr",Detached,49,69 Meadow Oak Place,Toronto,Humberlea-pelmo Park W4,"$999,900 ",,,,,
683,New,"68 (Nov 27, 2019)","Forest Hill Real Estate Inc., Brokerage",43.00 x 134 Feet,W4643468,No Data,Bungalow-Raised,"$3,937 /yr",Detached,47,24 Howbert Drive,Toronto,Humberlea-pelmo Park W4,"$1,488,000 ",,,,,
684,No Data,"68 (Nov 27, 2019)","Right At Home Realty Inc., Brokerage",60.00 x 242 Feet,E4643332,No Data,2-Storey,"$4,300 /yr",Detached,28,24 Poplar Road,Toronto,Guildwood,"$1,375,000 ",,,,,
685,16-30 years,"68 (Nov 27, 2019)","Homelife Landmark Realty Inc., Brokerage",60.00 x 238 Feet,C4643328,3500-5000 sqft,2-Storey,"$21,220 /yr",Detached,46,64 Blyth Hill Road,Toronto,Bridle Path-sunnybrook-york Mills,"$4,580,000 ",,,,,
686,No Data,"68 (Nov 27, 2019)","Re/max Realtron Bijan Barati Real Estate, Brokerage",50.00 x 160 Feet,C4643275,3500-5000 sqft,2-Storey,"$12,653 /yr",Detached,18,250 Holmes Avenue,Toronto,Willowdale East,"$2,988,000 ",,,,,
687,New,"18 (Jan 16, 2020)","Upperside Real Estate Limited, Brokerage",55.00 x 150 Feet,C4669893,3000-3500 sqft,2-Storey,"$15,000 /yr",Detached,73,562 Old Orchard Grove,Toronto,Bedford Park-nortown,"$3,900,000 ",,,,,
688,No Data,"68 (Nov 27, 2019)","Forest Hill Real Estate Inc., Brokerage",50.00 x 197 Feet,E4643053,No Data,Bungalow,"$5,423 /yr",Detached,60,46 Bethune Boulevard,Toronto,Scarborough Village,"$939,800 ",,,,,
689,No Data,"68 (Nov 27, 2019)","Royal Lepage Porritt Real Estate, Brokerage",65.71 x 121.5 Feet,W4643044,3500-5000 sqft,2-Storey,"$14,708 /yr",Detached,61,85 Ravensbourne Crescent,Toronto,Princess-rosethorn,"$3,598,000 ",,,,,
690,No Data,"68 (Nov 27, 2019)","Ipro Realty Ltd., Brokerage",35.01 x 146 Feet,C4642901,No Data,Bungalow,"$5,344 /yr",Detached,42,240 Ellerslie Avenue,Toronto,Willowdale West,"$1,259,000 ",,,,,
691,New,"68 (Nov 27, 2019)","Re/max Realtron Realty Inc., Brokerage",40.00 x 125 Feet,C4642897,3000-3500 sqft,2-Storey,No Data,Detached,55,184 York Mills Road,Toronto,St. Andrew-windfields,"$3,600,000 ",,,,,
692,31-50 years,"69 (Nov 26, 2019)","Ipro Realty Ltd., Brokerage",60.00 x 125 Feet,C4642824,2000-2500 sqft,1 1/2 Storey,"$4,828 /yr",Detached,34,41 Glenborough Park Crescent,Toronto,Newtonbrook West,"$1,598,000 ",,,,,
693,No Data,"69 (Nov 26, 2019)","Re/max Hallmark Lino Arci Group Realty, Brokerage",42.00 x 132 Feet,W4642618,2000-2500 sqft,2-Storey,"$4,194 /yr",Detached,50,58 Mcadam Avenue,Toronto,Yorkdale-glen Park,"$1,380,000 ",,,,,
694,New,"69 (Nov 26, 2019)","Royal Lepage Your Community Realty, Brokerage",60.00 x 101.75 Feet,W4642561,3500-5000 sqft,2-Storey,"$4,100 /yr",Detached,61,2596 Lake Shore Boulevard,Toronto,Mimico,"$2,799,000 ",,,,,
695,No Data,"69 (Nov 26, 2019)","Harvey Kalles Real Estate Ltd., Brokerage",25.00 x 149 Feet,C4642281,No Data,2-Storey,"$11,676 /yr",Detached,79,303 St Germain Avenue,Toronto,Bedford Park-nortown,"$2,895,000 ",,,,,
696,No Data,"69 (Nov 26, 2019)","Chestnut Park Real Estate Limited, Brokerage",50.00 x 234 Feet,W4642167,No Data,2-Storey,"$10,270 /yr",Detached,9,106 Baby Point Road,Toronto,Lambton Baby Point,"$2,475,000 ",,,,,
697,No Data,"70 (Nov 25, 2019)","Right At Home Realty Inc., Brokerage",20.00 x 157 Feet,C4642000,No Data,Bungalow,"$3,100 /yr",Detached,84,42 Conway Avenue,Toronto,Oakwood-vaughan,"$899,000 ",,,,,
698,No Data,"70 (Nov 25, 2019)","Royal Lepage Real Estate Services Katy Torabi, Brokerage",64.99 x 129.47 Feet,C4641886,No Data,2-Storey,"$13,588 /yr",Detached,24,11 Junewood Crescent,Toronto,St. Andrew-windfields,"$3,250,000 ",,,,,
699,No Data,"70 (Nov 25, 2019)","Re/max Realtron Realty Inc., Brokerage",60.00 x 181.5 Feet,C4641440,No Data,2-Storey,"$15,412 /yr",Detached,52,171 Owen Boulevard,Toronto,St. Andrew-windfields,"$3,479,000 ",,,,,
700,No Data,"70 (Nov 25, 2019)","Royal Lepage Signature Walker Realty, Brokerage",70.67 x 153.09 Feet,C4641406,No Data,Bungalow,"$9,766 /yr",Detached,27,17 Viamede Crescent,Toronto,Bayview Village,"$2,350,000 ",,,,,
701,New,"70 (Nov 25, 2019)","Re/max Realtron Lucky Penny Homes Realty, Brokerage",50.00 x 120 Feet,C4641331,3500-5000 sqft,2-Storey,"$5,478 /yr",Detached,58,908 Willowdale Avenue,Toronto,Newtonbrook East,"$2,888,000 ",,,,,
702,New,"70 (Nov 25, 2019)","Re/max Hallmark Realty Ltd., Brokerage",32.50 x 110 Feet,W4641266,3000-3500 sqft,2-Storey,"$5,008 /yr",Detached,63,24 Montana Avenue,Toronto,Downsview-roding-cfb,"$1,450,000 ",,,,,
703,No Data,"70 (Nov 25, 2019)","Right At Home Realty Inc., Brokerage",46.00 x 110 Feet,E4641255,No Data,Bungalow,"$3,188 /yr",Detached,64,9 Larmere Court,Toronto,Clairlea-birchmount,"$899,000 ",,,,,
704,No Data,"70 (Nov 25, 2019)","Re/max Realtron Barry Cohen Homes Inc., Brokerage",95.00 x 123 Feet,C4641249,No Data,Bungalow,"$9,456 /yr",Detached,27,2428 Bayview Avenue,Toronto,Bridle Path-sunnybrook-york Mills,"$3,498,000 ",,,,,
705,No Data,"73 (Nov 22, 2019)","Royal Lepage Signature Realty, Brokerage",45.00 x 117.16 Feet,W4640622,3500-5000 sqft,2-Storey,"$4,253 /yr",Detached,19,84 Hillcroft Drive,Toronto,Islington-city Centre West,"$2,499,000 ",,,,,
706,No Data,"73 (Nov 22, 2019)","Royal Lepage Real Estate Professionals, Brokerage",50.00 x 132 Feet,W4640588,No Data,1 1/2 Storey,"$4,537 /yr",Detached,71,30 Thirty Eighth Street,Toronto,Long Branch,"$1,500,000 ",,,,,
707,New,"18 (Jan 16, 2020)","Upperside Real Estate Limited, Brokerage",55.00 x 150 Feet,C4669893,3000-3500 sqft,2-Storey,"$15,000 /yr",Detached,73,562 Old Orchard Grove,Toronto,Bedford Park-nortown,"$3,900,000 ",,,,,
708,100 years,"73 (Nov 22, 2019)","Harvey Kalles Real Estate Ltd., Brokerage",123.50 x 339.6 Feet,C4640439,5000 sqft,2 1/2 Storey,"$40,753 /yr",Detached,35,32 Castle Frank Road,Toronto,Rosedale-moore Park,"$12,880,000 ",,,,,
709,51-99 years,"73 (Nov 22, 2019)","Harvey Kalles Real Estate Ltd., Brokerage",80.00 x 150 Feet,W4640194,3500-5000 sqft,2-Storey,"$9,834 /yr",Detached,57,26 Ashley Park Road,Toronto,Edenbridge-humber Valley,"$3,149,000 ",,,,,
710,No Data,"73 (Nov 22, 2019)","Re/max Ultimate Realty Inc., Brokerage",40.00 x 125 Feet,W4640164,No Data,Bungalow,"$3,088 /yr",Detached,29,48 Langside Avenue,Toronto,Humberlea-pelmo Park W4,"$939,999 ",,,,,
711,No Data,"73 (Nov 22, 2019)","Ici Source Real Asset Services Inc., Brokerage",23.00 x 110 Feet,E4640233,2500-3000 sqft,3-Storey,"$17,390 /yr",Detached,88,484 Pape Avenue,Toronto,North Riverdale,"$1,988,000 ",,,,,
712,0-5 years,"73 (Nov 22, 2019)","Slavens & Associates Real Estate Inc., Brokerage",53.33 x 165.5 Feet,C4640061,3500-5000 sqft,2-Storey,"$13,370 /yr",Detached,48,11 Tregellis Road,Toronto,Lansing-westgate,"$3,095,000 ",,,,,
713,No Data,"74 (Nov 21, 2019)","Century 21 Best Sellers Ltd., Brokerage",45.02 x 116.16 Feet,W4639820,3000-3500 sqft,2-Storey,No Data,Detached,27,106 Ballacaine Drive,Toronto,Stonegate-queensway,"$2,388,000 ",,,,,
714,No Data,"74 (Nov 21, 2019)","Re/max Premier Inc., Brokerage",63.32 x 155.63 Feet,C4639821,5000 sqft,2-Storey,"$4,760 /yr",Detached,67,60 Codsell Avenue,Toronto,Bathurst Manor,"$3,999,990 ",,,,,
715,No Data,"74 (Nov 21, 2019)","Re/max Realty Enterprises Inc., Brokerage",49.98 x 200 Feet,C4639546,No Data,3-Storey,"$14,189 /yr",Detached,53,217 Glencairn Avenue,Toronto,Lawrence Park South,"$3,099,900 ",,,,,
716,No Data,"74 (Nov 21, 2019)","Source 4 Realty Inc., Brokerage",58.82 x 110 Feet,C4639407,No Data,2-Storey,No Data,Detached,35,8 Grangemill Crescent,Toronto,Banbury-don Mills,"$3,988,000 ",,,,,
717,No Data,"74 (Nov 21, 2019)","Royal Lepage Signature Realty, Brokerage",25.00 x 103 Feet,C4639188,No Data,2-Storey,"$3,298 /yr",Detached,51,193 Atlas Avenue,Toronto,Humewood-cedarvale,"$2,298,000 ",,,,,
718,New,"75 (Nov 20, 2019)","Royal Lepage Your Community Realty, Brokerage",50.00 x 206.59 Feet,E4638855,3500-5000 sqft,2-Storey,No Data,Detached,32,337 Centennial Road,Toronto,Centennial Scarborough,"$2,298,000 ",,,,,
719,No Data,"75 (Nov 20, 2019)","Exp Realty, Brokerage",52.99 x 150 Feet,C4638879,3500-5000 sqft,2-Storey,"$5,696 /yr",Detached,45,31 Norcross Road,Toronto,Clanton Park,"$2,579,999 ",,,,,
720,16-30 years,"75 (Nov 20, 2019)","Re/max Realtron Commercial Realty Corp., Brokerage",75.60 x 151 Feet,C4638852,3500-5000 sqft,2-Storey,"$15,225 /yr",Detached,47,15 Berkindale Drive,Toronto,St. Andrew-windfields,"$3,698,000 ",,,,,
721,No Data,"75 (Nov 20, 2019)","Re/max Premier Inc., Brokerage",40.30 x 113.22 Feet,W4638591,No Data,Other,"$2,900 /yr",Detached,56,14 Kiskadee Drive,Toronto,West Humber-clairville,"$849,900 ",,,,,
722,No Data,"75 (Nov 20, 2019)","Royal Lepage Connect Realty, Brokerage",29.98 x 100.85 Feet,E4638451,No Data,2-Storey,"$3,904 /yr",Detached,67,32 Rainthorpe Crescent,Toronto,L'amoreaux,"$1,100,000 ",,,,,
723,No Data,"75 (Nov 20, 2019)","Forest Hill Real Estate Inc., Brokerage",50.00 x 125 Feet,C4638342,3500-5000 sqft,2-Storey,"$11,668 /yr",Detached,47,132 York Mills Road,Toronto,St. Andrew-windfields,"$2,688,000 ",,,,,
724,51-99 years,"76 (Nov 19, 2019)","Royal Lepage Terrequity Realty, Brokerage",64.00 x 119 Feet,C4637979,No Data,Bungalow,"$8,017 /yr",Detached,66,37 Hawksbury Drive,Toronto,Bayview Village,"$1,899,000 ",,,,,
725,No Data,"76 (Nov 19, 2019)","Tfn Realty Inc., Brokerage",27.99 x 90.75 Feet,W4637904,1500-2000 sqft,2-Storey,"$4,597 /yr",Detached,73,1 Elhurst Court Court,Toronto,Mount Dennis,"$1,325,000 ",,,,,
726,0-5 years,"76 (Nov 19, 2019)","Acro Gold Realty Inc., Brokerage",80.00 x 200 Feet,W4637551,5000 sqft,2-Storey,"$14,500 /yr",Detached,56,12 Sunvale Drive,Toronto,Willowridge-martingrove-richview,"$3,099,018 ",,,,,
727,No Data,"76 (Nov 19, 2019)","Forest Hill Real Estate Inc., Brokerage",124.21 x 160.34 Feet,C4637604,No Data,Bungalow,"$11,805 /yr",Detached,51,88 Fifeshire Road,Toronto,St. Andrew-windfields,"$3,390,000 ",,,,,
